listing_id,id,date,reviewer_id,reviewer_name,comments,numerical_review,summary
21039172,205189354,2017-10-21,59152902,Rhysa,"Despite other reviews and the suggestion by listers the the wifi connection worked well during my stay at this flat with four devices connected at once. Perhaps there weren't many other guests attempting to use it at the time. The flat is in a lovely part of the city just blocks away from two metro lines, multiple bus lines, food and shopping. These are the highlights of this listing. The  price of this accommodation is justifiable based on those factors. The room itself is pretty basic and most suitable for short stays or those who don't mind a ""no frills"" accommodation. Shower seemed to go from cold to hot with no in between. Microwave was available but needed to be moved in order to use it as it wasn't placed near an outlet. The room features an enclosed outdoor space not accessible from the street (about 7 feet by 7 feet). Mattress was particularly uncomfortable as springs poked through pretty much everywhere, and the mattress itself was thin. The bed features a headboard which frequently made noises that sounded like it would collapse. There were some holes in the wall that seems to be due to some kind of fixture being removed from that portion of the room. Oddly the television had been programmed to automatically change to an adult channel some time after 2am. On a better note communicating with the host was easy and convenient and we were able to arrange getting the keys from a lock box rather than the office when our plans changed and we arrived in London late at night.",5,"The flat's location is excellent, but the room itself is basic and has several issues with the shower, microwave, mattress, and television."
18519632,842650086365034386,2023-03-08,155729821,Thomas,"Wir hatten einen sehr schönen Aufenthalt in der Wohnung. Sie ist sehr gut gelegen. Eine Bushaltestelle zur Innenstadt ist fast direkt vor der Haustür. Die U-Bahn Station Goldhawk Road ist nur 5-8 min. Fußweg entfernt; gleich gegenüber der U-Bahn Station befindet sich ein lokaler Supermarkt, in dem man alles bekommt, was man so braucht (bis 23:00 Uhr geöffnet). Die Küche ist gut ausgestattet, ebenso gibt es 2 große Betten (eines davon im Wohnzimmer als ausziehbares Sofa). Wir konnten unser Gepäck vor dem Check in und nach dem Check out in der Wohnung unterstellen, das hat uns sehr geholfen. Vielen Dank noch einmal an unsere Gastgeber Stephane und Ellie, die sich aufmerksam gekümmert haben.",0,We had a great stay in this well-located apartment with easy access to public transportation and amenities.
19670926,459912001123129962,2021-09-26,1155595,Alex,"I booked this place for my stay in London because of its excellent location. I was first given a room on the 14th floor but due to a broken AC, I was later moved to the 9th floor. Generally speaking, the room was tidy and everything looked good. I did think that the rooms were a bit too dark for my liking and the light control was all over the place. It would also help if the AC control was closer to the bed because when it got too cold, you had to get up and walk into the living room to change the temperature but this is a minor thing. Overall, the staff was very helpful and they even let me check in ahead of the official time so that was nice.",5,"The room was tidy but too dark, and the AC control was inconveniently located."
7203121,833163385874511201,2023-02-23,330508274,Mary,"Great location, good amenities and travel links to London and short bus ride to the O2 arena. Good, we’ll equipped space for a family of 5. Kevin met us and showed us around and helped park the car - our VW Golf fitted neatly in the garden parking.  The tip in the property details to ask advice for paying for travel around London at Maze Hill station was a great tip. Handy umbrellas in property - we were caught out by rain!",5,"This place has a great location, good amenities, and is well-equipped for families."
663597233485199628,907086340088194714,2023-06-05,240976638,Olly,"Jimmy is a friendly and responsive host, with a place that instantly makes you feel at home. It was in the perfect location for us to attend a nearby music festival. <br/>The place was spotless, and he very kindly left us some milk, bread and chocolates to enjoy during our stay, which was a lovely touch. <br/>We would definitely return!",5,"Jimmy's place is in a perfect location for music festivals, spotless, and the host is friendly and responsive."
30536724,990464633724707208,2023-09-28,10860065,Alva,"Ben was a responsive host who gave clear instructions for checking in and out. He was also prompt to answer any questions I had.<br/>The area is residential but note that as it is by the road you will be able to hear traffic in the morning but it wasn’t terrible.<br/>As with shared spaces it is always a toss up with the people you get. The ones I got weren’t the cleanest so the bathroom were kinda dirty at times but that is something that can’t be controlled.<br/>The room however was clean and spotless. Sheets were clean, fresh towels provided, and the shower’s water pressure was good. The kitchen was fully equipped with  everything you need<br/>Note that the apartment is up two flights of stairs and both showers are also on the second floor of the apartment.<br/>The nearest train station is a short bus ride away and the location was excellent.<br/>I had a pleasant stay here.",5,"The host was responsive and provided clear instructions, but cleanliness of shared spaces was an issue."
1165909059889265917,1265870573430098419,2024-10-12,463748836,Sarah,"Forsythe was an amazing host! My kids (15,12,9) and I stayed for a week and loved the flat! There is a small grocery store 2 blocks away, the train station halfway in between, restaurants and the river also super close. The flat was absolutely perfect! There was nothing we would have changed about our experience! Loved it!",5,"The flat was perfect for a family stay, with great location and amenities."
15866693,670129567391008039,2022-07-13,455518812,Shiane,A great experience overall. It’s in a great location to get to anywhere in the city you need to. We were made to feel right at home. We got shown around the area and even got introduced to some secret beautiful sight seeing spots. Thank you so much to Giulia for being such a great hostess and introduction to our first out of the country Air B&B experience. 10 out of 10 recommend!,5,"The host made us feel at home and showed us around the area, making it a 10/10 experience."
1262693047878218008,1276787347831383094,2024-10-27,210179772,Alves,Super séjour tout à proximité commerce restaurant… le métro est vraiment proche du logement et dessert toutes les localisations pour pouvoir visiter Londres très facilement.le Logement est très propre vraiment j’ai rarement vu en louant un rbnb un logement aussi propre j’ai été très satisfaite de mon séjour. Pavlos a toujours été très réactif à mes messages vraiment super . Merci encore,5,"The apartment was very clean and well-located, with easy access to public transportation and amenities."
42171731,642528960360061727,2022-06-05,211182201,Michelle,"Lovely little hidden gem of a flat, walking distance from Newbury Park tube station (zone 4) . <br/>Small flat, but super comfy bed and full kitchen to chill the milk and wine. Modern bathroom with epic shower and toiletries included. Just perfect what a weekend exploring London, I would defy recommend and would stay here again",5,"The flat was a cozy hidden gem with a comfortable bed and modern bathroom, perfect for exploring London."
2738049,47481481,2015-09-19,1474763,Lisa,"Tiff, My parents and I had such a wonderful time in London and the location of your apartment was ideal. I was really picky about which place to stay and am so happy we chose your apartment. The pictures are a great reflection of your place and how clean it is. Thanks again! Lisa",5,Guest had a wonderful time in London and was happy with the apartment's location and cleanliness.
38995,992590826469603083,2023-10-01,87499472,Marco,Cesar was best host ever. Friendly and always smiley. I had a problem with the flight and he was very helpful to arrange a new check in solution. We had coffe together in the morning and we also had the chance to have some interesting talk. The house was cozy and clean. Definitely recommended! ✌🏻,5,"Host Cesar was friendly and helpful, and the guest had a great experience at his place."
18782939,946923004428540661,2023-07-30,525399085,Dirk,"Es war sehr schön. Wir durften früher rein da der Flieger schon um 07:00 landete. Wir durften länger bleiben weil der Flieger erst abends ging. <br/>Von der Minute der Buchung waren wir sofort in Kontakt über Telefon / Messenger .  Wie wir zügig und günstig von Heathrow zu ihr gelangen. Also besser geht es nicht. Auch die Begrüßung war lieb und herzlich. <br/>Das Zimmer ist gut. Tisch, Bett , 2 Stühle, Kühlschrank , Wasserkocher und ein Bad direkt daneben. Für alle Fragen war Natalia für uns da. Wir empfehlen Natalia gerne weiter und würden beim nächsten Aufenthalt in London wieder bei ihr einkehren. <br/>Frühstücken kann man ca 300 m weiter im Ambassey Café. Die Bahnstation ist in 40 Sekunden zu erreichen. Ebenso der co-op Shop. <br/>Also alles perfekt.",0,"Guest had a perfect stay at Natalia's place, praising its amenities, location, and host's communication."
638499510326353417,839720412700766863,2023-03-04,60118634,Paul,"Leanne is a lovely, friendly host and we had a really comfortable stay at her home whilst up in Woolwich for a party.  Leanne provided the makings of a nice breakfast in the morning and we were off back home well rested and fed.  We would be happy to stay again and recommend to anyone.",5,"Leanne is a lovely host who provided a comfortable stay for the guests, including breakfast."
16555802,581685029987507667,2022-03-13,34488341,Naomi,"Very warm and friendly hosts offering a quiet and wonderfully immaculate apartment with a large and comfortable  bedroom, a fully-equipped kitchen, and a lovely living room overlooking the garden -  perfect for ""hanging out"" but just a short walk to buses or overground trains to get wherever you need and close to a variety of cafes and restaurants.",5,"Hosts were warm and friendly, offering a clean and quiet apartment with great amenities."
1239641403874221003,1281909362747803235,2024-11-03,398050937,Meryem,"Super séjour passé, station de métro et bus à proximité proche de magasin mc do starbuks boulangerie une chouette petit enseigne que j ai adoré Nathaliekitchen pour le brunch en tt cas si je reviens à Londres c sur que je reprend cette petite apart cosy😍😍😍et la réactivité de Barth au top du top j avais perdu l sms avc les instructions d entrée il me les a envoyé à l instant où je lui ai écrit ça m’a rassuré car a peine arrivé dans un pays tu connais pas trop et fatigué ta pas envie de passer une grosse heure à patienter devant !!!! Ça ça été au top 👌🏾 je le remercie d ailleurs 🙏🏼😌",5,"Guest had a great stay, praising the location, amenities, and host's reactivity."
628721339407661122,978157598784096564,2023-09-11,142980253,John,"The location is fantastic - Basically a half block from Victoria Station. That means not only quick access to transportation (we used rail, underground, city buses, and tour buses on the trip), but a wide range of shops (food stores, drug store). Other people have mentioned hearing the trains underground, but that really wasn’t very noticeable to us. The place is very clean and well kept. The only issue was, as others mentioned, it was a little warm. The fan helped a lot, but ac would have been better during a hot spell in London that week. Overall, a good place to stay.",5,"Guest enjoyed the fantastic location, cleanliness, and amenities, but noted it was a bit warm."
26099856,338666700,2018-10-20,133036612,Neiko,This place is simplistic with lots of great literature and art scattered throughout the house giving great energy and nonchalant vibes. The amenities and the location of this place is phenomenal. The host gave us amazing recommendations and I wasn’t disappointed. I wish I could l pay rent and stay there. Definitely worth it.,5,"Guest loved the simplistic yet energetic atmosphere, great literature, and phenomenal location."
20988762,1007160638502658628,2023-10-21,302164666,Alexis,"Was seriously impressed the second we walked through the door. It was a lovely clean apartment and exactly what we needed for our few days in london. The tea, coffee, sugar, oil etc were very handy.<br/>My only grumble is we wish the balcony was the other side of the building so we could enjoy the spectacular night view.",5,"Guest was impressed with the clean apartment, location, and amenities, but wished for a different balcony view."
950150241655311659,1155003753447724081,2024-05-12,236590223,Marc,What can I say after being let down terribly by another host cancelling on us the morning of the stay nocarz suggested a few other places and Silvia’s place fit the bill perfectly. At very short notice and after some frantic messaging Silvia saved the day and I can’t thank her enough she is very kind and so accommodating even adding little treats for our arrival. The apartment is very stylish beautifully clean and in a fabulous location with easy travel links nearby. Again I can’t recommend this enough and I think we will definitely be back at sometime. <br/>Thank you Silvia for saving our trip xx,5,"Guest was grateful to Silvia for saving their trip after another host cancelled, praising her kindness and accommodation."
711360348015164630,854994498798581976,2023-03-25,70218040,Gloria,"Originally, I booked another nocarz, but the host canceled an hour before check in. Hannah came to my rescue, and responded right away, and got me checked in within the hour! I was very impressed and grateful. I loved the area. It was very peaceful and the nocarz was exactly as described. Hannah and her team provided written instructions that included pictures. Very helpful. Thank you, Hannah!",5,"Hannah was very responsive and helpful, getting the guest checked in quickly after another host canceled."
31532632,438313009,2019-04-16,28568246,Kelly,"Truly this apartment is exactly as described!!  My two friends and I stayed for one night as we transitioned to the countryside the following day.... probably best for 2 people but fine for 3 for a short stay.  Apartment was very clean and the host was accommodating with our luggage before check in,  super friendly to communicate with and an extremely easy and smooth check in/out..  loved it!!",5,"The apartment was exactly as described, clean, and easy to check in/out with a friendly host."
571906,298481425,2018-07-29,144928621,Lucie,"Je vous recommande fortement de séjourner chez Cathy. Elle est très attentionnée, la maison est très au calme, il y règne le respect ainsi que la bienveillance. La maison est très propre et délicatement décorée, la chambre est superbe. Il y a un magnifique jardin à l'arrière de la maison. Un joli coin de paradis dans Londres!",4,"Cathy's house is peaceful, clean, and beautifully decorated, highly recommended for a stay in London."
6842736,82630234,2016-06-28,24965607,Nick,Staying with Manuella was simply wonderful. Her house is so lovely and clean - it's also in a fantastic location. Quiet and tranquil yet close to amenities and public transport. Wimbledon itself is a fab place. Manuella waited up for us despite me and my Mum not being so good with directions in London ;-) When we arrived (much later than planned) she offered us tea or coffee and showed us round. The bedroom was so nice and the bed itself was very comfortable. Bathroom was lovely and clean and the shower was fab. Myself and my Mum would very happily stay with Manuella time and time again. It's just a shame that we arrived so late and didn't get to spend more time there. Jesse (is that right?) the dog and Buster the cat were also so friendly! I liked everything about this place and would recommend it to anyone. Thanks Manuella - hope to stay with you again in the future. I'm coming to Wimbledon again next year so will stay with you if you're still doing the nocarz business. Thanks. Nick,5,"Manuella's house was lovely, clean, and well-located, with a friendly host who made the guest feel welcome."
22911465,1282584194938143945,2024-11-04,365612915,Arianna,"Evan is very friendly and proactive, he helped us and always replied us quickly.<br/>The flat was a bit small for three people, but well accessorized and nice. The position was good, well linked to the main underground stations. <br/>It had only two points against: it wasn’t specified that the toilet (WC) was in a separate room from the main bathroom and the windows didn’t seal the apartment well and a lot of cold air and noise from the street passed through them. <br/>Thank you Evan for hosting us, we had a great time in London!",5,"Evan's flat was small but nice, well-equipped, and in a good location, despite some minor issues with the bathroom and windows."
38999399,1099881435043259667,2024-02-26,210668614,Karolína,"David and Allan were both very lovely and helpful. The place looked exactly as described, was very tidy and my friend and I felt safe staying there. The area was nice as well and the tube station was just a short walk from the place. We were both happy with our stay and would definitely stay there again in the future. :)",5,"The place was exactly as described, tidy, safe, and in a nice area."
21055227,482391401,2019-07-06,142000129,Kay,"The location was very nice, it was right next to the portobello market and not that far to the kensington garden in my opinion. You could walk there if you like walking around. There was a kitchen which everyone could use, very clean and a little balcony? Which everyone can use too. The cat next door visits most of the time. Very friendly and the balcony is clean too.",5,"The location was great, the apartment was clean and had a balcony with a friendly cat visiting."
652954577452966496,836148831001953356,2023-02-27,30566704,Daysi,Neo was a great host! It’s always a big help when you can drop off luggage after an early flight and Neo was kind enough to accommodate. Everything was clean and cozy. We took the train every day to get to where we wanted to go and it was very easy. I even enjoyed sitting out on the balcony as cold as it was! Thanks again Neo!,5,Neo was a great host who accommodated early luggage drop-off and provided a clean and cozy space.
612019078541935985,994086238431067951,2023-10-03,467599077,Susanne,"I can recommend this apartment and the the host 100%!<br/>Don't let the run-down stairway scare you off when climbing up the stairs ;) -  the apartment/room itself and bathroom is absolutely clean (and the latter even recently renovated) and there is absolutely nothing to criticize. I really appreciated the little goodies like sknacks and toiletries which were provided for free. Nazrul was always very helpful and polite!<br/>The tube station ""All Saints"" is a 2 min walk, there are also several bus stops nearby. Perfect if you have a concert at the O2 arena. ;)<br/>I have never heard of the borough Poplar before but it was a really nice surrounding even with a marina nearby. And don't miss the famous traffic light tree! ;)",5,"This apartment was spotless, well-equipped, and in a convenient location near public transport."
47753106,766581018759959614,2022-11-23,4364262,George,"Henry was a friendly and responsive host who was flexible with our check-in time when our flight arrived early which we greatly appreciated. We enjoyed our stay at his flat which is accurately described in the pictures; it was clean, comfortable and safe. The sitting room at the sub-level still gets plenty of daylight and the bedroom located down a flight of stairs into the basement level gave us privacy and quiet time. The neighborhood is beautiful with plenty of cafes and restaurants within quick walking distance.",5,"Henry's flat was accurately described, clean, comfortable, and safe with a beautiful neighborhood."
587611228695794002,730262445539439461,2022-10-04,199527035,Bethanie,"John was a lovely host and greeted us at the apartment to show us everything. He was on hand for any queries we had during our stay, and even let us check out later than the planned time. The apartment was lovely and was ideal for us for the 4 days we were there. Perfect location for the tube and DLR and easy access to central London! Clean, tidy and well kept. Would recommend this host and apartment to anyone.",5,"Lovely host, perfect location, clean and tidy apartment."
48322421,1018017977219225806,2023-11-05,154484256,Jessica,"Literally not a single complaint. <br/>Eleonora replied quickly to all messages and was very polite. <br/>The apartment was in a great location based in the heart of Shoreditch. You couldn’t hear any of the night life noises even with being so central, which was great. Apartment was clean and tidy and had everything me and my girlfriends needed. <br/>Would 100% stay again.",5,"Great location, polite host, clean and quiet apartment."
17026875,252123553,2018-04-09,60784966,Lava,"This was my first time using nocarz and I will definitely be using this service more if all my future hosts are like Javier and his wife! The flat is located 50 m from the underground, so it was really easy to get from A to B. I would definitively stay here again next time I’m in London!",5,"Excellent location, friendly host, easy to get around London."
896209679383369016,998433920095544544,2023-10-09,26389912,Linfei,"Jodi is a super host.  I don't know how many questions I had for her before and after we arrive and she always tried to answer my questions and made recommendations.  She's helping us to find the best way to get to attractions.<br/>London Underground was planning a strike on the day we arrived.  She gave us all the information how to get to her place other than underground.<br/>The place is clean.  Although we only have our room but we can use her living room and kitchen.  Very nice.<br/>Locations is good especial if you leave her place to Heathrow.  We had Uber for 7 pounds and hop on Piccadilly line directly to terminal 3.  Piccadilly line goes to Heathrow terminals 2,3,4 and 5.<br/>If I ever go to London, I'll book with her again.  Highly recommended.",5,"Super helpful host, clean place, great location for Heathrow."
655024079101289091,933166880224510310,2023-07-11,91355459,Šimon,"Gemma's place is excellent for a few-day stay - it has everything you need (including towels, shampoo etc.). It was great to feel that someone is living there - many photos, a gramophone player with LPs, a fully equipped kitchen - mainly this is great because some other hosts don't provide everything you might need to cook something. However, the bed is relatively small for two people with only one duvet, which might be a complication for some couples. Also, the apartment is on the ground floor, so you must always keep your blinds closed if you don't like other people looking inside. The last inconvenience was that the neighbour over us had a party at midnight, and since the walls are thin, we heard everything (but I can imagine this was a one-time thing as it happened only once during the week stay).",4,"Good value for a short stay, but some minor issues with bed and noise."
16051209,123930268,2016-12-31,55667349,Yulia,"A lovely flat and welcoming couple in a quit part of a very well connected neighborhood on the central line. The Underground is at 10 min walk and one station away from the overground. There are many buses to central London and other major parts of the city. About 30 min from central London. Very easy to get by. Lots of places to get food on the main street, a supermarket, a great pub, hair salons, you name it!<br/>The flat is very clean and beautifully decorated which makes a very cozy and peaceful atmosphere. All the facilities are great; the heating, washing machine, TV, WIFI, the bathroom is nice, the room is functional, lots of storage space, a full length mirror, comfortable bed, nicely illuminated by the light coming in from the big window. Becky and Matt are the nicest people and very easy to get along with, friendly, welcoming and positive! I highly recommend this place to anyone who visits London !",5,A lovely flat with a welcoming couple in a quiet neighborhood near central London.
841286832985993749,1200621446161977041,2024-07-14,101550277,James,"The place is great, clean and enough space for 2 couples or a small family. On 5th floor so far enough away from road to not hear much of it. Aircon in main bedroom and lounge which was nice. Furniture is immaculate and the place is decorated to a high standard. Local eateries and shops nearby and walking distance to tube station etc",5,"A great, clean place with plenty of space for 2 couples or a small family."
24712566,287583580,2018-07-08,26280703,Amy,We used this property for a school reunion during a hot weekend in July. The place was absolutely perfect for 8 people to stay and it was immaculately clean. The terrace is fantastic and we ate out there on the first night. The rooms were all a good size and two bathrooms meant there were no queues in the morning. Sarah was a great host with quick communication and really helpfully organising a parking permit for me. All in all - would highly recommend.,5,Perfect property for a group stay with a fantastic terrace and immaculate cleanliness.
38943851,848420158485407089,2023-03-16,262226014,Sarah,"Visited London for the first time with our 2 adult children. This flat is bigger than it looks in the pics and is enough space for 4 adults. Really enjoyed the gas fireplace and high quality sheets and pillows. Right by the tube station, which made it easy to get to and from Heathrow. Train noise didn't bother us. Wifi was spotty in the second bedroom so they may want to add a wifi extender. Otherwise it was a great stay!",5,A spacious flat with a gas fireplace and high-quality amenities near the tube station.
738857441180405393,878152244215235222,2023-04-26,174573423,Shiyamkumar,We had a flight delayed and we suppose to reach home between 10<br/>To 11 and we ended up by 1 to 2 but Rebecca was really nice she was waiting for us till we check in and she was really helpful in all means and the place is really comfortable for travelling  and very clean and comfortable room recommend to stay again thank u,5,A comfortable and clean place to stay with helpful hosts despite a delayed arrival.
12910064,286841965,2018-07-07,124910228,Tati,"Gracias Fabio, el mejor nocarz en londres, esta es la razón por la que existen los superhost, el cuarto es muy céntrico y te da muchas facilidades como un microondas, toalla, shampoo, jabón, mini refri, y una smart tv, no pude pedir mejor estadía, lo recomiendo mucho, fue mucho mejor por lo que pague",3,"Guest had a great stay at Fabio's place in London, highly recommending it for its central location and amenities."
875754,100281014,2016-09-08,88626788,Suresh,"<br/>We stayed at this house for 1 week and it was lovely.. The house is very clean and all the facilities works well. Me and my family felt very welcomed. <br/>Sid has been very helpful with arranging our needs! <br/>The house is located in a quite community which was amazing, moreover all the local stores,restaurants and transports are very close by within minutes.<br/>Had really good time there.<br/>",5,"Guest had a lovely week-long stay at Sid's house, praising its cleanliness, facilities, and welcoming atmosphere."
3281207,238218273,2018-02-25,4672359,Glafkos,"A very nice flat in a quiet place in Deptford/Greenwich. The room is comfortable, has its own bathroom/toilet. Heating on all day. Umbrellas are available for the rainy day. USB plug available. Within 5-8 minutes walk is Creek street and another 10 munites to Cutty Sark and Greenwich. I would highly recommend it. I would definitely come back.<br/>Thank you, Fatih and Sibel.",5,"Guest enjoyed their stay at Fatih and Sibel's flat in Deptford/Greenwich, recommending it for its comfort, location, and amenities."
9408750,1013738573182912963,2023-10-30,1925675,Dora,The most comfortable beds that I hv experienced in all the nocarzs that we have stayed - for both the master and the second bedroom. Linen is also very comfortable. <br/>Spacious master bedroom. <br/>Good kitchen. Good washer dryer. <br/>Only thing I would say is that traffic at night is pretty loud - not for light sleepers.,5,"Guest had a comfortable stay at Shameem's place, praising the beds, linen, and kitchen, but noting some traffic noise."
5939048,656337470735214893,2022-06-24,32260572,Kaona,"Truly a home away from home. <br/>My parents flew from Bangkok and had such a lovely time at Shameem's that they hardly felt the need to go out at all even though it's right in the middle of Walthamstow Village and the high street and tube station to central London are just a short walk away. We enjoyed cooking in the spacious and open kitchen area and later lounging and drinking in the garden. <br/>Shameem was very understanding and flexible right from the booking process, and was very helpful and responsive whilst we were staying there. <br/>Very ready to book again next year.",5,"Guest had a wonderful home-away-from-home experience at Shameem's place in Walthamstow Village, praising its location, amenities, and host's flexibility."
673173125522494475,851285898408622142,2023-03-20,3601972,Ben,"We stayed here with two small children and couldn't have hoped to find anything more ideal. The apartment is well-located, comfortable and was spotless when we arrived. Stephen was a great host, always responding to queries. The apartment is especially good if you are travelling with children, with kids books and toys in the apartment which kept our two entertained throughout our stay. Too bad it was raining most days we were there and we didn't get to enjoy the spacious terrace. We would definitely recommend this place and would definitely come back, even if travelling without kids.",5,"The apartment was ideal for families with kids, with a great location, comfortable space, and amenities like toys and books."
